lr-AdamW,step,valid/recon/sess0,valid/loss,valid/recon,valid/bps,valid/co_bps,valid/fp_bps,valid/r2,valid/wt_l2,valid/wt_l2/ramp,valid/wt_kl,valid/wt_kl/ic,valid/wt_kl/co,valid/wt_kl/ramp,valid/recon_smth,hp_metric,cur_epoch,hp/lr_init,hp/dropout_rate,hp/l2_ic_enc_scale,hp/l2_ci_enc_scale,hp/l2_gen_scale,hp/l2_con_scale,hp/kl_co_scale,hp/kl_ic_scale,hp/weight_decay,hp/cd_rate,epoch,train/recon/sess0,train/loss,train/recon,train/bps,train/co_bps,train/fp_bps,train/r2,train/wt_l2,train/wt_l2/ramp,train/wt_kl,train/wt_kl/ic,train/wt_kl/co,train/wt_kl/ramp
,89,0.22055910527706146,2205.6396484375,0.22055910527706146,0.16800107061862946,0.17729468643665314,0.10955729335546494,nan,0.0,0.18518517911434174,2.613187643873971e-05,7.373494099738309e-06,1.8758380974759348e-05,0.18518517911434174,0.22077147662639618,0.22055910527706146,14.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,14,,,,,,,,,,,,,
,89,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.22254802286624908,2225.530029296875,0.22254802286624908,0.1259728968143463,0.13444657623767853,0.07473631948232651,nan,0.0,0.18518517911434174,2.6922300094156526e-05,8.658466867927928e-06,1.8263832316733897e-05,0.18518517911434174
0.004,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,0.22023651003837585,2202.420166015625,0.22023651003837585,0.17582352459430695,0.1832493096590042,0.11048822104930878,nan,0.0,0.1975308656692505,2.785057768051047e-05,8.053308192756958e-06,1.9797273125732318e-05,0.1975308656692505,0.2203969955444336,0.22023651003837585,15.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,15,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.22197550535202026,2219.810302734375,0.22197550535202026,0.13170765340328217,0.1424441784620285,0.08192812651395798,nan,0.0,0.1975308656692505,2.7997399229207076e-05,8.770911335886922e-06,1.9226488802814856e-05,0.1975308656692505
0.004,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,0.21974651515483856,2197.525390625,0.21974651515483856,0.18405959010124207,0.19293004274368286,0.12537670135498047,nan,0.0,0.20987653732299805,2.876557300623972e-05,8.139120836858638e-06,2.062645035039168e-05,0.20987653732299805,0.2199416607618332,0.21974651515483856,16.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,16,,,,,,,,,,,,,
,101,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.221699520945549,2217.056640625,0.221699520945549,0.1405596286058426,0.15238481760025024,0.08809337764978409,nan,0.0,0.20987653732299805,2.9236778573249467e-05,9.092603249882814e-06,2.014417441387195e-05,0.20987653732299805
0.004,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,107,0.21928159892559052,2192.881591796875,0.21928159892559052,0.19335348904132843,0.2034400850534439,0.13261835277080536,nan,0.0,0.2222222238779068,2.9537557566072792e-05,8.065888323471881e-06,2.147166924260091e-05,0.2222222238779068,0.21947962045669556,0.21928159892559052,17.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,17,,,,,,,,,,,,,
,107,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.2211703509092331,2211.770263671875,0.2211703509092331,0.14885462820529938,0.15814706683158875,0.09800966829061508,nan,0.0,0.2222222238779068,3.0010633054189384e-05,8.98954658623552e-06,2.1021085558459163e-05,0.2222222238779068
0.004,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113,0.2191149890422821,2191.220703125,0.2191149890422821,0.19633446633815765,0.20897263288497925,0.1349988728761673,nan,0.0,0.23456789553165436,3.0254775992943905e-05,8.091258678177837e-06,2.2163520043250173e-05,0.23456789553165436,0.21922436356544495,0.2191149890422821,18.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,18,,,,,,,,,,,,,
